"film","imdb_url",rating,timestamp,"backdated","directors",release_year,running_time
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","http://www.imdb.com/title/tt0057012/",3,1220508057,"No","Stanley Kubrick",1964,93
"Drive Me Crazy","http://www.imdb.com/title/tt0164114/",2,1220508057,"No","John Schultz",1999,91
"Drop Dead Fred","http://www.imdb.com/title/tt0101775/",3,1220508057,"No","Ate de Jong",1991,103
"Drop Dead Gorgeous","http://www.imdb.com/title/tt0157503/",2,1220508057,"No","Michael Patrick Jann",1999,97
"Drop Zone","http://www.imdb.com/title/tt0109676/",3,1220508057,"No","John Badham",1994,101
"Dumb and Dumber","http://www.imdb.com/title/tt0109686/",3,1220508057,"No","Peter Farrelly",1994,107
"Eagle vs Shark","http://www.imdb.com/title/tt0494222/",5,1220508057,"No","Taika Cohen",2007,88
"Ed Wood","http://www.imdb.com/title/tt0109707/",3,1220508057,"No","Tim Burton",1994,127
"Eddie Murphy Delirious","http://www.imdb.com/title/tt0085474/",3,1220508057,"No","Bruce Gowers",1983,69
"Eddie Murphy Raw","http://www.imdb.com/title/tt0092948/",4,1220508057,"No","Robert Townsend",1987,93
"Edward Scissorhands","http://www.imdb.com/title/tt0099487/",3,1220508057,"No","Tim Burton",1990,105
"Election","http://www.imdb.com/title/tt0126886/",3,1220508057,"No","Alexander Payne",1999,103
"Elephant","http://www.imdb.com/title/tt0363589/",3,1220508057,"No","Gus Van Sant",2003,81
"Elf","http://www.imdb.com/title/tt0319343/",3,1220508057,"No","Jon Favreau",2003,97
"Empire Records","http://www.imdb.com/title/tt0112950/",5,1220508057,"No","Allan Moyle",1995,90
"Enemy of the State","http://www.imdb.com/title/tt0120660/",3,1220508057,"No","Tony Scott",1998,132
"Enron: The Smartest Guys in the Room","http://www.imdb.com/title/tt0413845/",5,1220508057,"No","Alex Gibney",1999,109
"Entrapment","http://www.imdb.com/title/tt0137494/",3,1220508057,"No","Jon Amiel",1999,113
"Envy","http://www.imdb.com/title/tt0326856/",2,1220508057,"No","Barry Levinson",2004,99
"Eraser","http://www.imdb.com/title/tt0116213/",2,1220508057,"No","Chuck Russell",1996,115
"Erin Brockovich","http://www.imdb.com/title/tt0195685/",2,1220508057,"No","Steven Soderbergh",2000,130
"ET: The Extra-Terrestrial","http://www.imdb.com/title/tt0083866/",3,1220508057,"No","Steven Spielberg",1982,115
"Eternal Sunshine of the Spotless Mind","http://www.imdb.com/title/tt0338013/",3,1220508057,"No","Michel Gondry",2004,108
"Eurotrip","http://www.imdb.com/title/tt0356150/",2,1220508057,"No","Jeff Schaffer",2004,93
"Ever After: A Cinderella Story","http://www.imdb.com/title/tt0120631/",2,1220508057,"No","Andy Tennant",1998,121
"Evita","http://www.imdb.com/title/tt0116250/",3,1220508057,"No","Alan Parker",1996,135
"Evolution","http://www.imdb.com/title/tt0251075/",2,1220508057,"No","Ivan Reitman",2001,101
"Excess Baggage","http://www.imdb.com/title/tt0119086/",2,1220508057,"No","Marco Brambilla",1997,101
"Exit to Eden","http://www.imdb.com/title/tt0109758/",3,1220508057,"No","Garry Marshall",1994,113
"Eyes Wide Shut","http://www.imdb.com/title/tt0120663/",5,1220508057,"No","Stanley Kubrick",1999,159
"Face/Off","http://www.imdb.com/title/tt0119094/",3,1220508057,"No","John Woo",1997,138
"Factory Girl","http://www.imdb.com/title/tt0432402/",3,1220508057,"No","George Hickenlooper",2006,99
"Fahrenheit 9/11","http://www.imdb.com/title/tt0361596/",3,1220508057,"No","Michael Moore",2004,122
"Far From Heaven","http://www.imdb.com/title/tt0297884/",2,1220508057,"No","Todd Haynes",2002,107
"Fargo","http://www.imdb.com/title/tt0116282/",3,1220508057,"No","Joel Coen",1996,98
"Fast Times at Ridgemont High","http://www.imdb.com/title/tt0083929/",4,1220508057,"No","Amy Heckerling",1982,90
"Fast, Cheap and Out of Control","http://www.imdb.com/title/tt0119107/",4,1220508057,"No","Errol Morris",1997,80
"Father of the Bride","http://www.imdb.com/title/tt0101862/",5,1220508057,"No","Charles Shyer",1991,105
"Father of the Bride Part II","http://www.imdb.com/title/tt0113041/",3,1220508057,"No","Charles Shyer",1995,106
"Fear","http://www.imdb.com/title/tt0116287/",5,1220508057,"No","James Foley",1996,97
"Feds","http://www.imdb.com/title/tt0095145/",3,1220508057,"No","Daniel Goldberg",1988,90
"Ferris Bueller's Day Off","http://www.imdb.com/title/tt0091042/",4,1220508057,"No","John Hughes",1986,103
"Field of Dreams","http://www.imdb.com/title/tt0097351/",3,1220508057,"No","Phil Alden Robinson",1989,107
"Fight Club","http://www.imdb.com/title/tt0137523/",5,1220508057,"No","David Fincher",1999,139
"Finding Forrester","http://www.imdb.com/title/tt0181536/",3,1220508057,"No","Gus Van Sant",2000,136
"Finding Nemo","http://www.imdb.com/title/tt0266543/",3,1220508057,"No","Andrew Stanton, Lee Unkrich",2003,100
"Finding Neverland","http://www.imdb.com/title/tt0308644/",3,1220508057,"No","Marc Forster",2004,106
"First Kid","http://www.imdb.com/title/tt0116311/",2,1220508057,"No","David M. Evans",1996,101
"First Knight","http://www.imdb.com/title/tt0113071/",3,1220508057,"No","Jerry Zucker",1995,134
"Fitzcarraldo","http://www.imdb.com/title/tt0090366/",3,1220508057,"No","Werner Herzog",1982,115
"Fools Rush In","http://www.imdb.com/title/tt0119141/",2,1220508057,"No","Andy Tennant",1997,109
"For Love of the Game","http://www.imdb.com/title/tt0126916/",3,1220508057,"No","Sam Raimi",1999,137
"For Love or Money","http://www.imdb.com/title/tt0106941/",4,1220508057,"No","Barry Sonnenfeld",1993,96
"For Your Consideration","http://www.imdb.com/title/tt0470765/",2,1220508057,"No","Christopher Guest",2006,86
"Forces of Nature","http://www.imdb.com/title/tt0141098/",2,1220508057,"No","Bronwen Hughes",1999,105
"Forget Paris","http://www.imdb.com/title/tt0113097/",2,1220508057,"No","Billy Crystal",1995,101
"Forgetting Sarah Marshall","http://www.imdb.com/title/tt0800039/",3,1220508057,"No","Nicholas Stoller",2008,111
"Forrest Gump","http://www.imdb.com/title/tt0109830/",3,1220508057,"No","Robert Zemeckis",1994,142
"Four Weddings and a Funeral","http://www.imdb.com/title/tt0109831/",3,1220508057,"No","Mike Newell",1994,117
"Frailty","http://www.imdb.com/title/tt0264616/",2,1220508057,"No","Bill Paxton",2001,100
"Freaky Friday","http://www.imdb.com/title/tt0322330/",3,1220508057,"No","Mark Waters",2003,97
"Freddy Got Fingered","http://www.imdb.com/title/tt0240515/",2,1220508057,"No","Tom Green",2001,87
"Freeway","http://www.imdb.com/title/tt0116361/",3,1220508057,"No","Matthew Bright",1996,110
"Friday","http://www.imdb.com/title/tt0113118/",5,1220508057,"No","F. Gary Gray",1995,91
"Friends with Money","http://www.imdb.com/title/tt0436331/",3,1220508057,"No","Nicole Holofcener",2006,88
"From Hell","http://www.imdb.com/title/tt0120681/",2,1220508057,"No","Albert Hughes, Allen Hughes",2001,122
"Full Frontal","http://www.imdb.com/title/tt0290212/",5,1220508057,"No","Steven Soderbergh",2002,101
"Full Metal Jacket","http://www.imdb.com/title/tt0093058/",4,1220508057,"No","Stanley Kubrick",1987,116
"Game Over: Kasparov and the Machine","http://www.imdb.com/title/tt0379296/",3,1220508057,"No","Vikram Jayanti",2003,90
"Gandhi","http://www.imdb.com/title/tt0083987/",3,1220508057,"No","Richard Attenborough",1982,188
"Gangs of New York","http://www.imdb.com/title/tt0217505/",3,1220508057,"No","Martin Scorsese",2002,167
"Garden State","http://www.imdb.com/title/tt0333766/",3,1220508057,"No","Zach Braff",2004,102
"Ghost","http://www.imdb.com/title/tt0099653/",3,1220508057,"No","Jerry Zucker",1990,128
"Ghost Busters","http://www.imdb.com/title/tt0087332/",3,1220508057,"No","Ivan Reitman",1983,105
"Ghost Dog: Way of the Samurai","http://www.imdb.com/title/tt0165798/",2,1220508057,"No","Jim Jarmusch",1999,116
"Ghost World","http://www.imdb.com/title/tt0162346/",5,1220508057,"No","Terry Zwigoff",2001,111
"Ghostbusters II","http://www.imdb.com/title/tt0097428/",3,1220508057,"No","Ivan Reitman",1989,108
"Girl with a Pearl Earring","http://www.imdb.com/title/tt0335119/",4,1220508057,"No","Peter Webber",2003,100
"Girl, Interrupted","http://www.imdb.com/title/tt0172493/",3,1220508057,"No","James Mangold",1999,127
"Gladiator","http://www.imdb.com/title/tt0172495/",2,1220508057,"No","Ridley Scott",2000,155
"Go!","http://www.imdb.com/title/tt0139239/",2,1220508057,"No","Doug Liman",1999,102
"Goldeneye","http://www.imdb.com/title/tt0113189/",3,1220508057,"No","Martin Campbell",1995,130
"Gone in 60 Seconds","http://www.imdb.com/title/tt0187078/",3,1220508057,"No","Dominic Sena",2000,118
"Good Night and Good Luck","http://www.imdb.com/title/tt0433383/",3,1220508057,"No","George Clooney",2005,93
"Good Will Hunting","http://www.imdb.com/title/tt0119217/",5,1220508057,"No","Gus Van Sant",1997,126
"Goodfellas","http://www.imdb.com/title/tt0099685/",4,1220508057,"No","Martin Scorsese",1990,146
"Gosford Park","http://www.imdb.com/title/tt0280707/",5,1220508057,"No","Robert Altman",2001,137
"Gossip","http://www.imdb.com/title/tt0176783/",1,1220508057,"No","Davis Guggenheim",2000,90
"Grease","http://www.imdb.com/title/tt0077631/",3,1220508057,"No","Randal Kleiser",1978,110
"Gremlins","http://www.imdb.com/title/tt0087363/",2,1220508057,"No","Joe Dante",1984,106
"Grizzly Man","http://www.imdb.com/title/tt0427312/",4,1220508057,"No","Werner Herzog",2005,103
"Grosse Point Blank","http://www.imdb.com/title/tt0119229/",2,1220508057,"No","George Armitage",1997,107
"Groundhog Day","http://www.imdb.com/title/tt0107048/",4,1220508057,"No","Harold Ramis",1993,101
"Hackers","http://www.imdb.com/title/tt0113243/",3,1220508057,"No","Iain Softley",1995,107
"Half Baked","http://www.imdb.com/title/tt0120693/",3,1220508057,"No","Tamra Davis",1998,82
"Halloween","http://www.imdb.com/title/tt0077651/",4,1220508057,"No","John Carpenter",1978,91
"Halloween: H2O","http://www.imdb.com/title/tt0120694/",1,1220508057,"No","Steve Miner",1998,86
"Hancock","http://www.imdb.com/title/tt0448157/",1,1220508057,"No","Peter Berg",2008,92
"Hannibal","http://www.imdb.com/title/tt0212985/",2,1220508057,"No","Ridley Scott",2001,131
"Happiness","http://www.imdb.com/title/tt0147612/",3,1220508057,"No","Todd Solondz",1998,134
"Happy Gilmore","http://www.imdb.com/title/tt0116483/",3,1220508057,"No","Dennis Dugan",1996,92
"Hard Candy","http://www.imdb.com/title/tt0424136/",3,1220508057,"No","David Slade",2005,104
"Hard Eight","http://www.imdb.com/title/tt0119256/",2,1220508057,"No","Paul Thomas Anderson",1996,102
"Hard Rain","http://www.imdb.com/title/tt0120696/",1,1220508057,"No","Mikael Salomon",1998,97
"Harold & Kumar Go to White Castle","http://www.imdb.com/title/tt0366551/",3,1220508057,"No","Danny Leiner",2004,88
"Harry Potter and the Chamber of Secrets","http://www.imdb.com/title/tt0295297/",2,1220508057,"No","Chris Columbus",2002,161
"Harry Potter and the Prisoner of Azkaban","http://www.imdb.com/title/tt0304141/",2,1220508057,"No","Alfonso Cuaron",2004,141
"Harry Potter and the Sorcerer's Stone","http://www.imdb.com/title/tt0241527/",2,1220508057,"No","Chris Columbus",2001,152
"He Got Game","http://www.imdb.com/title/tt0124718/",5,1220508057,"No","Spike Lee",1998,136
"Heartbreakers","http://www.imdb.com/title/tt0125022/",3,1220508057,"No","David Mirkin",2001,123
"Heat","http://www.imdb.com/title/tt0113277/",3,1220508057,"No","Michael Mann",1995,171
"Heaven's Gate","http://www.imdb.com/title/tt0080855/",1,1220508057,"No","Michael Cimino",1980,149
"Hedwig and the Angry Inch","http://www.imdb.com/title/tt0248845/",5,1230182015,"No","John Cameron Mitchell",2001,95
"Hell House","http://www.imdb.com/title/tt0301235/",3,1220508057,"No","George Ratliff",2001,85
"Hellboy","http://www.imdb.com/title/tt0167190/",3,1220508057,"No","Guillermo del Toro",2004,122
"Hellboy II: The Golden Army","http://www.imdb.com/title/tt0411477/",2,1220508057,"No","Guillermo del Toro",2008,120
"High Fidelity","http://www.imdb.com/title/tt0146882/",4,1220508057,"No","Stephen Frears",2000,113
"High Noon","http://www.imdb.com/title/tt0044706/",3,1220508057,"No","Fred Zinnemann",1952,85
"High School High","http://www.imdb.com/title/tt0116531/",2,1220508057,"No","Hart Bochner",1996,86
"Hocus Pocus","http://www.imdb.com/title/tt0107120/",3,1220508057,"No","Kenny Ortega",1993,96
"Hollow Man","http://www.imdb.com/title/tt0164052/",1,1220508057,"No","Paul Verhoeven",2000,112
"Holy Man","http://www.imdb.com/title/tt0120701/",1,1220508057,"No","Stephen Herek",1998,114
"Home Alone","http://www.imdb.com/title/tt0099785/",3,1220508057,"No","Chris Columbus",1990,103
"Home Alone 2: Lost in New York","http://www.imdb.com/title/tt0104431/",2,1220508057,"No","Chris Columbus",1992,120
"Honey I Shrunk the Kids","http://www.imdb.com/title/tt0097523/",3,1220508057,"No","Joe Johnston",1989,93
"Hoop Dreams","http://www.imdb.com/title/tt0110057/",3,1220508057,"No","Steve James",1994,170
"Hoosiers","http://www.imdb.com/title/tt0091217/",1,1220508057,"No","David Anspaugh",1986,114
"Hope Floats","http://www.imdb.com/title/tt0119313/",2,1220508057,"No","Forest Whitaker",1998,114
"Hostel","http://www.imdb.com/title/tt0450278/",2,1220508057,"No","Eli Roth",2005,94
"Hotel Rwanda","http://www.imdb.com/title/tt0395169/",3,1220508057,"No","Terry George",2004,121
"House Arrest","http://www.imdb.com/title/tt0116571/",2,1220508057,"No","Harry Winer",1996,108
"House of Sand and Fog","http://www.imdb.com/title/tt0315983/",1,1220508057,"No","Vadim Perelman",2003,126
"Houseguest","http://www.imdb.com/title/tt0110066/",3,1220508057,"No","Randall Miller",1995,113
"How the Grinch Stole Christmas","http://www.imdb.com/title/tt0170016/",3,1220508057,"No","Ron Howard",2000,104
"How to Draw a Bunny","http://www.imdb.com/title/tt0303348/",3,1220508057,"No","John W. Walter",2002,90
"How to Lose a Guy in 10 Days","http://www.imdb.com/title/tt0251127/",3,1220508057,"No","Donald Petrie",2003,116
"Human Nature","http://www.imdb.com/title/tt0219822/",3,1220508057,"No","Michel Gondry",2001,96
"Hurlyburly","http://www.imdb.com/title/tt0119336/",3,1220508057,"No","Anthony Drazan",1998,122
"I Am a Sex Addict","http://www.imdb.com/title/tt0428649/",4,1220508057,"No","Caveh Zahedi",2005,98
"I Am Sam","http://www.imdb.com/title/tt0277027/",3,1220508057,"No","Jessie Nelson",2001,132
"I Am Trying to Break Your Heart: A Film About Wilco","http://www.imdb.com/title/tt0327920/",3,1220508057,"No","Sam Jones",2002,92
"I Heart Huckabees","http://www.imdb.com/title/tt0356721/",5,1220508057,"No","David O. Russell",2004,107
"I Know What You Did Last Summer","http://www.imdb.com/title/tt0119345/",2,1220508057,"No","Jim Gillespie",1997,100
"I Still Know What You Did Last Summer","http://www.imdb.com/title/tt0130018/",1,1220508057,"No","Danny Cannon",1998,100
"I'll Be Home For Christmas","http://www.imdb.com/title/tt0155753/",3,1220508057,"No","Arlene Sanford",1998,86
"Identity","http://www.imdb.com/title/tt0309698/",1,1220508057,"No","James Mangold",2003,90
"Idle Hands","http://www.imdb.com/title/tt0138510/",1,1220508057,"No","Rodman Flender",1999,90
"If Looks Could Kill","http://www.imdb.com/title/tt0102095/",2,1220508057,"No","William Dear",1991,88
"Igby Goes Down","http://www.imdb.com/title/tt0280760/",5,1220508057,"No","Burr Steers",2002,98
"In & Out","http://www.imdb.com/title/tt0119360/",3,1220508057,"No","Frank Oz",1997,90
"In America","http://www.imdb.com/title/tt0298845/",3,1220508057,"No","Jim Sheridan",2002,105
"In Cold Blood","http://www.imdb.com/title/tt0061809/",3,1220508057,"No","Richard Brooks",1967,134
"In Good Company","http://www.imdb.com/title/tt0385267/",1,1220508057,"No","Paul Weitz",2004,109
"In the Army Now","http://www.imdb.com/title/tt0110123/",3,1220508057,"No","Daniel Petrie Jr.",1994,91
"In the Bedroom","http://www.imdb.com/title/tt0247425/",3,1220508057,"No","Todd Field",2001,130
"In the Line of Fire","http://www.imdb.com/title/tt0107206/",2,1220508057,"No","Wolfgang Petersen",1993,128
"In This World","http://www.imdb.com/title/tt0310154/",3,1220508057,"No","Michael Winterbottom",2002,88
"Independence Day","http://www.imdb.com/title/tt0116629/",3,1220508057,"No","Roland Emmerich",1996,145
"Indiana Jones and the Kingdom of the Crystal Skull","http://www.imdb.com/title/tt0367882/",3,1220508057,"No","Steven Spielberg",2008,122
"Indiana Jones and the Last Crusade","http://www.imdb.com/title/tt0097576/",3,1220508057,"No","Steven Spielberg",1989,127
"Indiana Jones and the Temple of Doom","http://www.imdb.com/title/tt0087469/",3,1220508057,"No","Steven Spielberg",1984,118
"Infamous","http://www.imdb.com/title/tt0420609/",3,1220508057,"No","Douglas McGrath",2006,110
"Inside Deep Throat","http://www.imdb.com/title/tt0418753/",3,1220508057,"No","Fenton Bailey, Randy Barbato",2005,92
"Insomnia","http://www.imdb.com/title/tt0278504/",2,1220508057,"No","Christopher Nolan",2002,118
"Instinct","http://www.imdb.com/title/tt0128278/",2,1220508057,"No","Jon Turteltaub",1999,126
"Interview with the Vampire","http://www.imdb.com/title/tt0110148/",3,1220508057,"No","Neil Jordan",1994,123
"Into the Wild","http://www.imdb.com/title/tt0758758/",4,1220508057,"No","Sean Penn",2007,148
"Intolerable Cruelty","http://www.imdb.com/title/tt0138524/",1,1220508057,"No","Joel Coen",2003,100
"Introducing the Dwights","http://www.imdb.com/title/tt0432264/",3,1220508057,"No","Cherie Nowlan",2007,105
"Iron Man","http://www.imdb.com/title/tt0371746/",3,1220508057,"No","Jon Favreau",2008,126
"It Could Happen To You","http://www.imdb.com/title/tt0110167/",2,1220508057,"No","Andrew Bergman",1989,101
"It's Pat","http://www.imdb.com/title/tt0110169/",3,1220508057,"No","Adam Bernstein",1994,77
"Jack","http://www.imdb.com/title/tt0116669/",2,1220508057,"No","Francis Ford Coppola",1996,113
"Jack Frost","http://www.imdb.com/title/tt0141109/",1,1220508057,"No","Troy Miller",1998,101
"Jackie Brown","http://www.imdb.com/title/tt0119396/",5,1220508057,"No","Quentin Tarantino",1997,154
"Jawbreaker","http://www.imdb.com/title/tt0155776/",2,1220508057,"No","Darren Stein",1999,87
"Jay and Silent Bob Strike Back","http://www.imdb.com/title/tt0261392/",2,1220508057,"No","Kevin Smith",2001,104
"Jerky Boys: The Movie","http://www.imdb.com/title/tt0110189/",3,1220508057,"No","James Melkonian",1995,82
"Jerry Maguire","http://www.imdb.com/title/tt0116695/",3,1220508057,"No","Cameron Crowe",1996,139
"Jerry Springer: Ringmaster","http://www.imdb.com/title/tt0165494/",3,1220508057,"No","Neil Abramson",1998,90
